Year,County,AvgTmp,AvgMaxTmp,AvgMinTmp,AvgPrecip,TotPrecip,MaxTmp,MinTmp,AvgMag,Fat,Inj,Count,MaxMag,TndOcc
1987,Marathon County,25.633333333333336,35.166666666666664,16.099999999999998,0.6166666666666667,1.85,44.1,10.1,1.0,0.0,0.0,1.0,1.0,1
1988,Dane County,21.866666666666664,31.866666666666664,11.933333333333332,1.14,3.42,45.5,3.3,2.0,0.0,1.0,1.0,2.0,1
1988,Dodge County,21.3,30.73333333333333,11.9,0.9700000000000001,2.91,43.4,4.4,0.5,0.0,0.0,2.0,1.0,1
1988,Fond du Lac County,20.766666666666666,30.0,11.6,0.8066666666666666,2.42,42.4,4.9,,,,0.0,,0
1988,Grant County,21.53333333333333,31.433333333333337,11.633333333333333,1.0,3.0,45.7,2.2,1.2857142857142858,0.0,0.0,7.0,2.0,1
1988,Marathon County,16.2,26.599999999999998,5.866666666666666,1.0666666666666667,3.2,38.4,-1.7,1.0,0.0,2.0,2.0,2.0,1
1989,Dane County,23.866666666666664,32.833333333333336,14.933333333333335,0.9700000000000001,2.91,39.7,4.9,0.5,0.0,0.0,4.0,1.0,1
1989,Dodge County,22.733333333333334,31.833333333333332,13.633333333333335,0.9366666666666665,2.8099999999999996,38.4,3.5,1.0,0.0,0.0,2.0,1.0,1
1989,Fond du Lac County,21.833333333333332,30.766666666666666,12.9,0.9133333333333334,2.74,36.4,3.3,0.0,0.0,0.0,1.0,0.0,1
1989,Grant County,23.96666666666667,32.56666666666667,15.366666666666667,0.9433333333333334,2.83,40.1,4.8,,,,0.0,,0
1989,Marathon County,16.766666666666666,26.866666666666664,6.599999999999999,1.0666666666666667,3.2,32.8,-2.9,,,,0.0,,0
1990,Dane County,30.400000000000002,39.86666666666667,20.900000000000002,2.02,6.0600000000000005,46.4,15.2,,,,0.0,,0
1990,Dodge County,29.46666666666667,38.56666666666667,20.333333333333332,2.0,6.0,45.4,14.7,,,,0.0,,0
1990,Fond du Lac County,28.53333333333333,37.53333333333333,19.5,1.6233333333333333,4.87,44.1,13.5,2.0,0.0,1.0,1.0,2.0,1
1990,Grant County,30.96666666666667,40.0,21.866666666666664,1.7166666666666668,5.15,47.7,17.0,,,,0.0,,0
1990,Marathon County,23.900000000000002,34.43333333333333,13.466666666666669,1.4433333333333334,4.33,42.0,6.3,1.0,0.0,0.0,1.0,1.0,1
1991,Dane County,25.46666666666667,35.1,15.833333333333334,1.64,4.92,46.3,4.7,0.0,0.0,0.0,1.0,0.0,1
1991,Dodge County,24.96666666666667,33.93333333333333,15.966666666666667,1.4366666666666668,4.3100000000000005,45.0,4.6,,,,0.0,,0
